Date,Close
11/7/2018 16:00:00,129.86
11/8/2018 16:00:00,128.51
11/9/2018 16:00:00,128.28
11/12/2018 16:00:00,126.59
11/13/2018 16:00:00,125.91
11/14/2018 16:00:00,125.45
11/15/2018 16:00:00,127.42
11/16/2018 16:00:00,127.08
11/19/2018 16:00:00,124.45
11/20/2018 16:00:00,123.02
11/21/2018 16:00:00,125.18
11/23/2018 13:00:00,124.35
11/26/2018 16:00:00,126.08
11/27/2018 16:00:00,125.28
11/28/2018 16:00:00,127.46
11/29/2018 16:00:00,127.76
11/30/2018 16:00:00,129.64
12/3/2018 16:00:00,131.07
12/4/2018 16:00:00,126.71
12/6/2018 16:00:00,127.65
12/7/2018 16:00:00,127.58
12/10/2018 16:00:00,127.64
12/11/2018 16:00:00,126.99
12/12/2018 16:00:00,127.85
12/13/2018 16:00:00,128.1
12/14/2018 16:00:00,126.92
12/17/2018 16:00:00,122.82
12/18/2018 16:00:00,123.35
12/19/2018 16:00:00,122.83
12/20/2018 16:00:00,120.61
12/21/2018 16:00:00,116.58
12/24/2018 13:00:00,116.7
12/26/2018 16:00:00,121.09
12/27/2018 16:00:00,125.95
12/28/2018 16:00:00,126.88
12/31/2018 16:00:00,127.75
1/2/2019 16:00:00,128.57
1/3/2019 16:00:00,126.57
1/4/2019 16:00:00,130.4
1/7/2019 16:00:00,131.23
1/8/2019 16:00:00,132.31
1/9/2019 16:00:00,131.58
1/10/2019 16:00:00,132.51
1/11/2019 16:00:00,133.86
1/14/2019 16:00:00,132.11
1/15/2019 16:00:00,134.31
1/16/2019 16:00:00,133.84
1/17/2019 16:00:00,134.88
1/18/2019 16:00:00,136.32
1/22/2019 16:00:00,137.24
1/23/2019 16:00:00,137.48
1/24/2019 16:00:00,138.28
1/25/2019 16:00:00,139.4
1/28/2019 16:00:00,138.51
1/29/2019 16:00:00,138.27
1/30/2019 16:00:00,127.37
1/31/2019 16:00:00,126.89
2/1/2019 16:00:00,128.04
2/4/2019 16:00:00,130.05
2/5/2019 16:00:00,132.15
2/6/2019 16:00:00,128.27
2/7/2019 16:00:00,129.14
2/8/2019 16:00:00,130.78
2/11/2019 16:00:00,136.8
2/12/2019 16:00:00,142.11
2/13/2019 16:00:00,140.43
2/14/2019 16:00:00,140.06
2/15/2019 16:00:00,141.06
2/19/2019 16:00:00,141.91
2/20/2019 16:00:00,140.42
2/21/2019 16:00:00,143.13
2/22/2019 16:00:00,145.41
2/25/2019 16:00:00,146.19
2/26/2019 16:00:00,141.8
2/27/2019 16:00:00,141.19
2/28/2019 16:00:00,141.5
3/1/2019 16:00:00,141.74
3/4/2019 16:00:00,139.31
3/5/2019 16:00:00,138.66
3/6/2019 16:00:00,136.97
3/7/2019 16:00:00,137.35
3/8/2019 16:00:00,138.12
3/11/2019 16:00:00,143
3/12/2019 16:00:00,145.19
3/13/2019 16:00:00,147.5
3/14/2019 16:00:00,148
3/15/2019 16:00:00,148.33
3/18/2019 16:00:00,147.83
3/19/2019 16:00:00,147.4
3/20/2019 16:00:00,147.54
3/21/2019 16:00:00,149.62
3/22/2019 16:00:00,143.83
3/25/2019 16:00:00,144.09
3/26/2019 16:00:00,145.65
3/27/2019 16:00:00,143.62
3/28/2019 16:00:00,144.8
3/29/2019 16:00:00,144.25
4/1/2019 16:00:00,147.34
4/2/2019 16:00:00,146.2
4/3/2019 16:00:00,147.93
4/4/2019 16:00:00,144.57
4/5/2019 16:00:00,146.52
4/8/2019 16:00:00,144.42
4/9/2019 16:00:00,144.13
4/10/2019 16:00:00,147.74
4/11/2019 16:00:00,148.52
4/12/2019 16:00:00,150.65
4/15/2019 16:00:00,149.54
4/16/2019 16:00:00,151.12
4/17/2019 16:00:00,148.11
4/18/2019 16:00:00,146.48
4/22/2019 16:00:00,147.34
4/23/2019 16:00:00,149.16
4/24/2019 16:00:00,149.54
4/25/2019 16:00:00,148
4/26/2019 16:00:00,149.42
4/29/2019 16:00:00,149.23
4/30/2019 16:00:00,149.7
